"Id","SalePrice"
1629,179351.668695734
1630,363042.631453517
1631,223020.370154736
1632,243611.357149883
1633,168032.93396353
1634,186428.262560385
1635,173321.379368077
1636,151080.00261578
1637,204147.571051327
1638,188027.837291674
1639,185560.472482861
1640,251644.397950467
1641,180736.457228257
1642,236741.06352
1643,220751.684846368
1644,234416.735610872
1645,202583.029650491
1646,159228.134945816
1647,158398.538715754
1648,130251.633247975
1649,138458.71236367
1650,115634.4920625
1651,122383.808699164
1652,97477.852074861
1653,103037.875407374
1654,143175.53087996
1655,140196.507469577
1656,139466.915005516
1657,146127.79053248
1658,141697.080967683
1659,125235.541859833
1660,155105.207206072
1661,447617.002150646
1662,399884.67436668
1663,375264.09470435
1664,527537.667537233
1665,302196.082465381
1666,330222.438322289
1667,380950.33144554
1668,334956.432188909
1669,299291.334760156
1670,341358.768651975
1671,265022.831417262
1672,448702.06661451
1673,293840.68840886
1674,244004.693823284
1675,195995.254077621
1676,197027.09977761
1677,221600.283713577
1678,501497.165893151
1679,393798.310045493
1680,333323.469088965
1681,244335.720484637
1682,311992.387960726
1683,183755.414172988
1684,170551.886661684
1685,170098.41252377
1686,169815.655553975
1687,164406.361749861
1688,190589.940520751
1689,192139.923391806
1690,193364.094910085
1691,180049.789762504
1692,262535.725519209
1693,164506.53411671
1694,182052.814686593
1695,163177.751633534
1696,275547.539577372
1697,170611.970973002
1698,348587.129210453
1699,306157.386166073
1700,256340.403109319
1701,270326.207065866
1702,254244.940959919
1703,249634.193695711
1704,287169.878091924
1705,236195.190249231
1706,443838.426675652
1707,215285.735832877
1708,204616.411902329
1709,268915.9171378
1710,222987.763943181
1711,270603.662466002
1712,263499.943325193
1713,279833.79302789
1714,226239.989932673
1715,208611.126264656
1716,182593.665225566
1717,170466.053800987
1718,136336.6476268
1719,207900.141749777
1720,239668.565934343
1721,160413.627783362
1722,123561.078501912
1723,157184.454678013
1724,209962.275764064
1725,236724.493031074
1726,181046.99412507
1727,154809.521259064
1728,170611.917528251
1729,168792.405955662
1730,155554.590552597
1731,122593.02453509
1732,130485.279611488
1733,116595.010113638
1734,124502.014467787
1735,122428.10155746
1736,113755.149366089
1737,305991.061450175
1738,243606.127309839
1739,261460.039867032
1740,227421.150468566
1741,196465.125782151
1742,177335.695054244
1743,177280.391915632
1744,317951.208678003
1745,221027.711010916
1746,189048.145918138
1747,216656.894794508
1748,229833.864963876
1749,145015.263896188
1750,128195.462813959
1751,236876.338792496
1752,120317.202177426
1753,148979.459411437
1754,198652.868886706
1755,171142.24483121
1756,135595.610903216
1757,122623.705967041
1758,142745.174491591
1759,158790.872053246
1760,163277.596231208
1761,146425.379377778
1762,183468.328511742
1763,174001.842021218
1764,116824.741330731
1765,166927.473231193
1766,184822.404200274
1767,229344.117583125
1768,142266.346770308
1769,171355.108296405
1770,151506.644201939
1771,124006.722910068
1772,131957.922393219
1773,125157.568742663
1774,141058.204392913
1775,141170.452746662
1776,125639.175968977
1777,110314.551284279
1778,140089.410392433
1779,117584.43388438
1780,171058.5460826
1781,126694.516010567
1782,90198.7154928138
1783,144279.623274135
1784,111782.092380387
1785,123251.460612078
1786,152845.277139105
1787,161753.251465229
1788,57873.9386867936
1789,96607.4653106316
1790,78772.2026012369
1791,180571.693514507
1792,161195.329630847
1793,127013.062581648
1794,154455.839040987
1795,134393.844987767
1796,124912.670147459
1797,117223.983224868
1798,123629.696923608
1799,113997.404336737
1800,126879.206436681
1801,131053.704829189
1802,125752.353617447
1803,149063.777944643
1804,138866.404763369
1805,133421.782602584
1806,123382.439107701
1807,131047.333262468
1808,118850.587246621
1809,120593.528353231
1810,142140.538263023
1811,90748.7763903878
1812,98624.8716813566
1813,124534.451020066
1814,93230.7246322963
1815,54810.1150622292
1816,101375.055370306
1817,106193.496406366
1818,151749.45866291
1819,127029.600093834
1820,56676.5415167573
1821,109377.857759011
1822,151406.797676583
1823,45365.684879245
1824,127784.990856525
1825,139726.72932631
1826,104890.910891701
1827,101677.684832217
1828,135774.780132945
1829,117514.571943976
1830,146823.553222848
1831,149561.41398687
1832,75925.4692949671
1833,138359.960171504
1834,119317.602274859
1835,122454.870940043
1836,127519.970520855
1837,81591.7268516971
1838,128180.320738058
1839,104615.338760067
1840,155794.088769061
1841,142926.104785443
1842,92185.1588622978
1843,133100.38378142
1844,135404.091431189
1845,138557.402741536
1846,155222.090178235
1847,166549.354900577
1848,52992.6810027753
1849,107973.96849998
1850,116450.93696447
1851,153754.163177886
1852,120095.349670498
1853,129537.850102603
1854,169235.882020825
1855,150598.317163507
1856,223297.997646702
1857,144142.672987037
1858,137776.229312242
1859,114370.109139132
1860,146141.44604461
1861,115066.881869777
1862,297034.823428727
1863,281513.20065418
1864,281565.900952703
1865,347416.683791255
1866,332385.708471538
1867,224811.071465864
1868,294452.140107831
1869,202911.474608468
1870,227397.62283031
1871,251406.062180315
1872,169862.365661117
1873,246924.073003527
1874,153441.557340902
1875,205723.400688595
1876,201799.342792267
1877,214889.766362562
1878,205290.169319754
1879,131663.350150884
1880,135900.56485132
1881,249778.301686173
1882,248263.952093299
1883,185890.022462104
1884,205931.499721382
1885,243690.000589312
1886,286871.960415206
1887,210108.078120497
1888,270486.29055719
1889,168213.194720649
1890,119164.93601696
1891,131927.906737134
1892,98138.5362891569
1893,133066.529391087
1894,126700.757540991
1895,133808.015228224
1896,128453.714030611
1897,113823.74848108
1898,116808.843681545
1899,159388.363639401
1900,156039.912920959
1901,172549.202839429
1902,153563.810273729
1903,209070.146391543
1904,148383.921991178
1905,195255.866685041
1906,156205.9963351
1907,208268.907872823
1908,109109.543992994
1909,127825.421391734
1910,118453.442259713
1911,220431.627266978
1912,323046.613918627
1913,141868.939670611
1914,68455.2117535353
1915,310555.447826692
1916,63610.4196899474
1917,241617.011936813
1918,140438.527940904
1919,172216.164108694
1920,154935.612805653
1921,387635.469278211
1922,318906.995976669
1923,230022.30643427
1924,234962.187614223
1925,198330.057054238
1926,389841.168831314
1927,131865.4339794
1928,155929.798576335
1929,129765.907517972
1930,131391.01991327
1931,139444.181586728
1932,137826.89762646
1933,186404.612397444
1934,184104.807946846
1935,172666.769966116
1936,198008.295749632
1937,181862.936323254
1938,169979.026028493
1939,241495.710107994
1940,186654.483624097
1941,174342.209058695
1942,183378.402481316
1943,210031.650438742
1944,356986.625632276
1945,395822.291214067
1946,145404.833413426
1947,319891.383621912
1948,185916.29825491
1949,243671.152353646
1950,186426.820850156
1951,242514.257685953
1952,208067.445159559
1953,171004.725507448
1954,184298.783027267
1955,136195.434974569
1956,308775.109282587
1957,157463.008500201
1958,306407.241967547
1959,138666.77994077
1960,113177.783124959
1961,122314.570698919
1962,96686.0687525372
1963,104914.155461438
1964,108456.085661824
1965,141706.633189176
1966,138962.088736103
1967,295162.308312737
1968,418995.689898706
1969,390253.939366499
1970,433390.869454616
1971,476519.530762997
1972,378374.518778673
1973,261281.710700628
1974,331486.849821928
1975,528323.363400767
1976,273590.033092221
1977,365418.305669029
1978,362853.62004634
1979,327580.355206242
1980,205891.98138355
1981,345772.246789031
1982,220216.716735897
1983,202281.090196173
1984,166232.410613009
1985,231996.78382005
1986,215004.248813766
1987,180964.983126356
1988,172664.250656782
1989,191934.664237167
1990,211422.085772814
1991,232514.840549452
1992,217493.931484407
1993,164085.694038697
1994,235755.290264002
1995,185554.152877446
1996,252620.902840157
1997,307376.472761461
1998,327581.608292485
1999,265982.479318553
2000,313061.632194442
2001,275039.949299179
2002,249419.537771673
2003,264642.962765374
2004,287767.726630774
2005,223046.394592704
2006,221474.018866384
2007,250995.201998867
2008,220356.493578816
2009,200483.305867262
2010,192308.86764785
2011,136258.002118659
2012,169593.90883336
2013,178036.644579417
2014,184835.556914674
2015,205957.648419477
2016,192317.396844768
2017,193482.19877813
2018,122515.503644585
2019,135967.729159577
2020,101202.697172262
2021,99883.3789440319
2022,192207.719718811
2023,141728.038963785
2024,262101.379178227
2025,351620.867782371
2026,176936.649841585
2027,159739.605138591
2028,152489.201925907
2029,171326.275223301
2030,270155.074847559
2031,236981.162407885
2032,252314.908238889
2033,259289.360353984
2034,172656.220336157
2035,230084.708351116
2036,199552.829960811
2037,207698.666083751
2038,307892.080757828
2039,231568.71758821
2040,307514.766391956
2041,294817.35765973
2042,208093.869770029
2043,179891.580469626
2044,174358.257874684
2045,205634.703242497
2046,143513.727568604
2047,142814.519409911
2048,138421.55855341
2049,138598.043722966
2050,172700.997944903
2051,101881.129177717
2052,120725.872191252
2053,145492.973189974
2054,94609.1184775806
2055,153858.651068814
2056,140936.142625325
2057,108636.702455973
2058,215783.715649976
2059,130766.325465405
2060,175006.575918781
2061,170059.441268865
2062,129717.848516325
2063,118149.853869019
2064,139192.587594668
2065,118028.097481621
2066,162385.151953094
2067,113395.392965977
2068,142523.007242366
2069,84280.2710055331
2070,117012.857376428
2071,93947.4878406087
2072,137259.711939065
2073,134890.161681266
2074,192392.518675883
2075,147186.29459474
2076,119824.995753279
2077,155104.1499209
2078,128177.375691919
2079,130996.34193444
2080,120706.303325007
2081,126096.999524966
2082,125443.449984325
2083,144855.017419652
2084,114644.470404874
2085,118447.02694978
2086,112964.320185839
2087,118109.652494732
2088,94497.3495515001
2089,79000.2995886996
2090,125470.941624946
2091,110752.68021186
2092,122196.854366394
2093,115795.974295698
2094,106390.830020302
2095,145773.547442114
2096,79138.3127503738
2097,97595.9358516435
2098,148887.89415164
2099,53817.7815317609
2100,72967.1845160143
2101,111892.916440269
2102,121536.128454692
2103,101130.059481074
2104,134986.715972979
2105,126694.388656013
2106,57637.8701549303
2107,198407.827241934
2108,113805.962413804
2109,110845.788250091
2110,127044.346053649
2111,134831.800282506
2112,138251.91264177
2113,117224.922316987
2114,121351.767588367
2115,162042.034211617
2116,114157.194598427
2117,149279.905860462
2118,119883.402964033
2119,116724.758154481
2120,112739.019743595
2121,90376.9623593171
2122,119233.097858162
2123,80053.1852464574
2124,155140.462440356
2125,124305.341226126
2126,149363.588053165
2127,163572.810486892
2128,124956.799053571
2129,87719.4550274084
2130,139526.914878626
2131,143627.819256734
2132,112771.378844236
2133,121535.045013041
2134,122758.54866216
2135,93542.4299089495
2136,79363.2435185762
2137,109952.644226893
2138,130645.756133017
2139,148482.410315888
2140,142374.257239815
2141,154729.333690051
2142,126930.957226702
2143,151884.167718013
2144,119230.236370629
2145,139403.544009523
2146,177233.353848587
2147,140826.287911411
2148,134404.025822187
2149,145657.892879862
2150,227091.78820423
2151,115583.057043001
2152,175139.758298103
2153,170710.997600802
2154,103683.223767689
2155,142760.201501628
2156,264071.741136856
2157,230204.083511391
2158,232590.075212333
2159,206070.145426495
2160,175563.124042802
2161,236288.144239596
2162,398042.155559677
2163,351599.720095394
2164,246665.323121142
2165,203308.532202926
2166,157253.232089211
2167,222866.922610656
2168,203151.012200503
2169,195091.340342869
2170,221703.02716306
2171,155117.716180678
2172,133521.301428414
2173,169962.880315839
2174,228162.384030289
2175,294310.209064123
2176,314480.511289476
2177,240608.515953094
2178,208506.350896723
2179,138686.751955786
2180,226873.76618492
2181,189504.386192177
2182,222160.66163675
2183,187245.603913316
2184,118395.359851007
2185,122503.236862927
2186,151522.072494519
2187,148433.097556983
2188,152485.723107612
2189,268838.663073388
2190,79970.1566592942
2191,80396.257312323
2192,88070.8450701464
2193,109678.48214123
2194,103547.99277561
2195,113424.215067227
2196,100215.931702937
2197,119851.632949425
2198,159817.177875856
2199,179516.614027326
2200,151596.138010539
2201,138306.834565339
2202,212480.539249909
2203,137262.404276077
2204,176833.790447758
2205,121460.94417088
2206,143600.438207501
2207,213775.368942915
2208,259352.277129692
2209,244660.008611032
2210,117562.192768425
2211,115831.177381582
2212,123056.257765067
2213,105930.780054763
2214,127333.635668801
2215,100218.024344903
2216,147213.144793866
2217,61978.4148753237
2218,80851.6127711164
2219,74982.5364478643
2220,73135.8180501402
2221,312114.077952258
2222,276197.100809756
2223,292626.180148315
2224,206572.804809543
2225,120368.426154489
2226,185034.225524846
2227,194205.129047626
2228,269549.65137782
2229,251821.47658617
2230,153032.931579877
2231,208716.413151587
2232,181642.521158614
2233,170238.398425169
2234,237466.539261842
2235,221213.590764817
2236,261953.166342601
2237,331362.696869812
2238,200605.058068501
2239,107240.786581205
2240,158645.361710445
2241,151069.769896737
2242,121623.43116217
2243,125693.365879292
2244,101906.796717205
2245,100934.445406105
2246,142735.755617144
2247,113860.591077658
2248,127039.905998519
2249,119458.63866566
2250,130656.885791376
2251,114863.073122778
2252,181846.759454371
2253,152756.932964831
2254,175599.408785746
2255,189448.328475095
2256,173406.238571225
2257,210339.880339916
2258,158596.580590657
2259,175500.450590292
2260,155836.576646033
2261,189797.806938707
2262,210380.218539719
2263,378687.335769754
2264,507854.344784828
2265,176511.432050331
2266,308122.235191054
2267,381597.290421852
2268,414644.882347757
2269,151202.02450586
2270,191853.71126525
2271,215397.377630461
2272,196637.915976236
2273,160852.105695717
2274,183748.185886341
2275,171029.371263813
2276,193219.781538967
2277,187096.741898348
2278,147147.968175591
2279,131450.776031362
2280,119886.512459758
2281,163141.624936815
2282,183110.667992011
2283,107793.021977252
2284,112827.729687802
2285,143111.749488015
2286,124091.10351226
2287,361057.11972102
2288,276486.458243425
2289,378668.514432394
2290,467829.588788041
2291,329502.508531136
2292,443792.054056039
2293,485210.761544747
2294,396993.879284652
2295,502355.237262396
2296,292897.791831684
2297,333913.472317913
2298,339227.735213491
2299,356849.957426072
2300,340869.330466948
2301,301472.008905852
2302,254080.892863367
2303,238557.960172802
2304,250919.439486416
2305,198052.972953796
2306,192732.337806695
2307,199287.041911607
2308,223525.817567283
2309,281692.934130361
2310,209720.668133752
2311,203822.86593043
2312,174622.139082174
2313,170627.569382359
2314,172604.778238277
2315,175515.532145272
2316,192560.98581959
2317,194240.384865536
2318,176999.353998378
2319,178899.863903421
2320,180545.327769833
2321,243001.882325527
2322,178781.056933178
2323,194655.797207671
2324,175871.372161132
2325,213596.335025235
2326,168977.876346455
2327,202787.446046487
2328,222216.817172685
2329,191865.534656908
2330,182721.327237366
2331,351322.488303596
2332,399744.085151168
2333,320289.072706668
2334,257420.430377416
2335,274725.153739866
2336,319482.90887044
2337,203123.120049626
2338,274090.018250919
2339,222826.789087916
2340,414649.270095087
2341,220190.027792631
2342,236260.870625443
2343,229617.07168559
2344,225060.518097954
2345,239524.088322783
2346,212781.026350359
2347,202325.803612048
2348,240792.905466066
2349,180648.690300375
2350,304110.459165946
2351,263241.301232592
2352,256934.356453147
2353,255542.77235868
2354,139866.18031643
2355,141244.25215473
2356,149564.975258337
2357,189042.480130951
2358,195115.801211388
2359,135171.495305557
2360,114745.271641921
2361,149117.109947093
2362,278943.171010149
2363,138890.045529167
2364,156795.976321112
2365,219084.291697936
2366,191210.707441369
2367,224663.242458634
2368,218513.286942458
2369,223557.330711604
2370,172052.621124873
2371,168275.958451376
2372,192859.471520432
2373,282880.045624118
2374,322569.182621063
2375,252259.406654354
2376,292047.25600073
2377,348697.099359538
2378,146152.3619823
2379,217373.801171312
2380,145483.43586438
2381,170664.288672715
2382,202462.831751711
2383,205226.13859542
2384,249236.551533032
2385,160348.366611107
2386,134021.824174077
2387,134071.256256809
2388,97677.6456092144
2389,116737.091982269
2390,144867.341830246
2391,141586.194401086
2392,115910.355025341
2393,165113.209071769
2394,141363.243839069
2395,207926.837125593
2396,144846.481407229
2397,221226.453391487
2398,129721.243154631
2399,63724.9051659828
2400,65343.5184908755
2401,123350.267151021
2402,134199.826400862
2403,138945.493220515
2404,148994.923205376
2405,155797.33167691
2406,141937.973197653
2407,125938.54185965
2408,142564.407088681
2409,120254.660451951
2410,165791.199719634
2411,116019.442915541
2412,154508.803298998
2413,128981.275964815
2414,155049.865707941
2415,128841.210099477
2416,126451.74933175
2417,139954.070544956
2418,136581.110791338
2419,127091.096758208
2420,122991.824344347
2421,151513.366467539
2422,107945.500471909
2423,115501.257411761
2424,148194.764127882
2425,224492.300679995
2426,135150.382465268
2427,130376.09489301
2428,175216.454336669
2429,116107.945496321
2430,132814.840083635
2431,106420.235709753
2432,145870.868143831
2433,147690.680998752
2434,141906.183784013
2435,153854.396147668
2436,106248.433862699
2437,109026.493828227
2438,123359.020754272
2439,98695.3291114107
2440,121007.9680713
2441,88106.0772219447
2442,95780.0395837805
2443,126401.749499808
2444,130540.450953973
2445,86373.2360515984
2446,140447.650897917
2447,182691.779595514
2448,130158.468904952
2449,111740.438114515
2450,148139.011699774
2451,121375.474865079
2452,204463.222959251
2453,91913.5979718605
2454,123128.886527666
2455,121742.754499846
2456,137568.546200812
2457,133888.22568417
2458,130349.448167489
2459,112075.700383424
2460,135999.179590233
2461,128212.217448583
2462,136009.581856812
2463,122386.560489985
2464,185252.509642231
2465,140708.005737558
2466,117128.416778831
2467,124540.718977234
2468,82286.8176148205
2469,78550.5906720395
2470,189678.027314481
2471,210209.799610574
2472,162997.291211209
2473,120127.943462764
2474,71434.6977988141
2475,224184.934386911
2476,116433.283036367
2477,124997.35681773
2478,152686.047602622
2479,104907.658967308
2480,161055.424942157
2481,127224.932018167
2482,123298.570968065
2483,112098.723417691
2484,123981.915825788
2485,126166.558835588
2486,158599.617046664
2487,180185.845037025
2488,167505.692588633
2489,154063.892259676
2490,150473.13906515
2491,93808.8303173231
2492,189684.592238963
2493,146024.164983823
2494,145071.240243951
2495,88072.8499405707
2496,224128.285936787
2497,152874.636038295
2498,110558.374073164
2499,83865.8357074963
2500,131775.504484943
2501,138170.47232254
2502,146604.505626683
2503,95724.3814512002
2504,205727.567291788
2505,221520.991830655
2506,252237.24188354
2507,291030.314252729
2508,253189.180963314
2509,215019.183945894
2510,213028.666181246
2511,174328.568690909
2512,207792.592510317
2513,217034.532777963
2514,258214.651448588
2515,152642.549969006
2516,174129.561097521
2517,146994.984740246
2518,154857.960123726
2519,230276.181575838
2520,215998.913832103
2521,185516.329155501
2522,225637.035680097
2523,118722.396359064
2524,133582.679882007
2525,147967.546666555
2526,137244.455502869
2527,119481.210739924
2528,129344.488552824
2529,136644.022694223
2530,123823.815283327
2531,256213.671873254
2532,226415.234217394
2533,193809.728046618
2534,228373.059389366
2535,302956.007015758
2536,232710.46377578
2537,242957.521726113
2538,179039.316093576
2539,186333.6554419
2540,176823.052573365
2541,177926.210654108
2542,161513.972499164
2543,122003.918949105
2544,123929.904133949
2545,133276.704975742
2546,122041.574710593
2547,136595.976281827
2548,151214.85763244
2549,160644.946652079
2550,658560.475570596
2551,136742.965357844
2552,132265.304055079
2553,73411.8960973162
2554,95051.8122985346
2555,123793.653650436
2556,101640.630691384
2557,107713.448877869
2558,160312.941465417
2559,137074.093098992
2560,151097.084391827
2561,147924.497654463
2562,141604.055494961
2563,157060.452400333
2564,199673.392020867
2565,142869.478300861
2566,155593.363817344
2567,135999.231832209
2568,205738.922003644
2569,224748.443463914
2570,116452.249048466
2571,189394.03917167
2572,149891.276258556
2573,221597.044565942
2574,282006.013432057
2575,131432.909608637
2576,115942.643683344
2577,143966.399696279
2578,84373.9298930828
2579,60463.8043800096
2580,107407.798583976
2581,118769.578256537
2582,116454.882977004
2583,281692.586341141
2584,175708.940074807
2585,183993.015552638
2586,223752.211763288
2587,199376.554047443
2588,145845.044363284
2589,148955.655325518
2590,203129.410246849
2591,217146.368905761
2592,212755.919279462
2593,251326.394704994
2594,175600.903649488
2595,194500.482572656
2596,295249.780180126
2597,184530.467194285
2598,285283.479591088
2599,340780.220119369
2600,174736.364727313
2601,155886.81036592
2602,82015.0153373486
2603,89986.9138963716
2604,88698.4067899849
2605,78551.5504103455
2606,143702.780679753
2607,209745.119911038
2608,200603.917582108
2609,163848.273759567
2610,109597.044098466
2611,127730.947349305
2612,155527.537343218
2613,133227.585954534
2614,127769.06586378
2615,155383.356638099
2616,146339.401011666
2617,185929.555075267
2618,211989.768287209
2619,201692.864219894
2620,189964.138004091
2621,175275.139514187
2622,183160.526292686
2623,240066.245319843
2624,307547.339890656
2625,299568.157349949
2626,174249.125368959
2627,164697.053632789
2628,488240.218731876
2629,509370.216967626
2630,367666.189432809
2631,487900.206335949
2632,421545.681948403
2633,315066.00678327
2634,419341.944840119
2635,160082.20215183
2636,178649.406928282
2637,179604.246440743
2638,264508.897294483
2639,185937.741675896
2640,153097.64395266
2641,108860.361053017
2642,190246.577892287
2643,104428.241385369
2644,116263.518057368
2645,109539.917876799
2646,95593.9485965136
2647,102787.937319253
2648,147524.556550723
2649,151450.358241698
2650,141109.055250334
2651,137746.387464394
2652,407827.973050768
2653,250183.022988158
2654,253911.150849801
2655,404132.775948352
2656,317079.77885268
2657,349148.823428518
2658,304815.883147181
2659,304351.054568827
2660,357319.817171647
2661,361345.718389298
2662,363340.590807459
2663,288573.275621748
2664,267222.101602492
2665,325733.202861655
2666,279899.581053031
2667,166998.266949015
2668,177219.970705586
2669,179362.622231182
2670,278737.875760719
2671,182143.892413774
2672,195147.233440929
2673,206144.187987404
2674,201048.356585589
2675,173318.101839222
2676,188471.408207482
2677,200312.248692396
2678,254084.759897189
2679,269667.444167007
2680,285424.507464714
2681,402906.170459905
2682,319189.530598113
2683,485149.326941267
2684,312398.73921233
2685,319790.564549749
2686,255959.659885395
2687,326615.311485827
2688,214847.23944667
2689,206417.183486643
2690,441696.851731954
2691,189982.140772738
2692,138231.799118284
2693,199879.161699723
2694,133081.347800024
2695,191403.908702661
2696,180959.031266689
2697,189193.625688342
2698,195072.875083549
2699,177104.200377731
2700,154635.978995164
2701,145426.053297409
2702,105100.632123417
2703,118725.402922965
2704,140465.830962316
2705,118340.79279828
2706,109868.815034423
2707,120382.037196917
2708,135210.39314614
2709,105504.248822626
2710,129875.818598019
2711,278525.89347715
2712,385880.986110306
2713,172065.155681706
2714,147723.057089239
2715,172588.233588469
2716,142213.779054476
2717,192883.167851407
2718,220555.814014945
2719,156902.342709394
2720,171073.526662703
2721,131745.511345344
2722,153988.183268061
2723,138957.93444373
2724,125111.516235132
2725,129318.348897928
2726,153209.794152678
2727,183396.799145959
2728,177639.493575761
2729,152050.21511507
2730,147599.858517686
2731,132956.938208404
2732,137032.911313311
2733,159820.488716454
2734,146982.887383614
2735,135503.715860551
2736,145344.883994553
2737,123071.720934948
2738,131406.038481258
2739,157802.668926215
2740,137201.398992331
2741,144735.425919183
2742,151226.683982797
2743,153153.174344195
2744,160076.871665363
2745,141254.3261427
2746,140067.471556207
2747,142317.54041298
2748,122102.768270613
2749,130896.792455294
2750,136829.648821436
2751,137411.750623149
2752,192114.586275598
2753,150004.798035637
2754,229223.906743115
2755,136747.385931666
2756,98300.2248245311
2757,67264.9721539306
2758,90619.5052349712
2759,165335.533227816
2760,126272.240678146
2761,143806.197786916
2762,142487.441768013
2763,182599.300939744
2764,145233.458850722
2765,284674.537939184
2766,131899.933334688
2767,88927.3246052726
2768,130653.130382012
2769,132879.61423751
2770,135220.395894721
2771,108771.78358581
2772,110696.875870625
2773,173499.986787193
2774,144783.921287401
2775,113315.346004397
2776,138841.138275052
2777,140657.247680661
2778,110331.180876606
2779,116262.021058341
2780,93807.4283300688
2781,96262.5142656636
2782,96479.5771462813
2783,100657.714878691
2784,119805.370767984
2785,138292.359516189
2786,64061.9808806984
2787,124663.5285769
2788,73407.1333239084
2789,169001.241472385
2790,99087.0264057163
2791,117106.73478678
2792,59390.5300261814
2793,165951.56254965
2794,93995.7390655101
2795,121171.534715546
2796,101669.45704789
2797,207772.925345898
2798,105849.355254138
2799,115281.548598857
2800,64082.6431986435
2801,107151.35120292
2802,128643.164366472
2803,164933.009140245
2804,132677.878518734
2805,101462.085213454
2806,80382.054142693
2807,164389.114350164
2808,149372.291487214
2809,136807.181755847
2810,129258.381473708
2811,166828.766700934
2812,162611.925751174
2813,149695.133323835
2814,148859.327557207
2815,101508.970871079
2816,240097.71957746
2817,162060.483855225
2818,134291.524933384
2819,160646.506980884
2820,136505.94281899
2821,109347.966635986
2822,197033.138834274
2823,342832.261070113
2824,182147.404256796
2825,147767.18271402
2826,132523.373125049
2827,134532.016429447
2828,224775.861130222
2829,215417.053169425
2830,233493.47306193
2831,172928.528220716
2832,255068.228534234
2833,308509.794679858
2834,219969.882328964
2835,219431.468140769
2836,189117.535960688
2837,159037.237171708
2838,149340.914357322
2839,174628.405433613
2840,206342.492566581
2841,201925.295463046
2842,230450.168705909
2843,150774.864057164
2844,170181.984130329
2845,128529.748315022
2846,209974.279872153
2847,207428.130777684
2848,217961.651799277
